职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
公募基金研究岗,1.5-3万,上海·浦东新区,无需经验,硕士,华宝证券股份有限公司,金融/投资/证券,国企,500-1000人,五险一金;定期体检;餐饮补贴;通讯补贴;交通补贴;带薪年假;补充公积金;做五休二;企业年金,,
国内商品期货交易员（可线上）,1-1.5万,深圳·福田区,2年及以上,,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,绩效奖金;弹性工作;周末双休,期货;风控;交易系统;商品期货;基本面分析;技术分析;风控管理;交易总结;金属,
售后服务经理,1.5-3万,上海·虹口区,10年及以上,大专,中国人寿保险股份有限公司上海市黄浦支公司,保险,民营,5000-10000人,五险一金;年终奖;年金;过节福利;培训;提成;补充医疗保险;员工旅游,无责底薪;保险;年度旅游;津贴;上五休二,
基金公司负责人（1号位）,2.5-4.5万,德阳·旌阳区,7年及以上,本科,成都睿远企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,五险一金;年终奖金;定期体检;带薪年假,股权激励,
售后客服经理（急聘）,8千-1.2万,广州·黄埔区,2年及以上,大专,中国人寿保险股份有限公司广州市分公司,保险,国企,10000人以上,员工旅游;弹性工作;绩效奖金,旅游;时间自由;售后客服;保险;商业保险;500强;级别津贴;月度奖励;季度旅游,
证券交易员,5千-1万,苏州,3年及以上,本科,苏州哈基椰咨询服务有限公司,金融/投资/证券,民营,少于50人,五险一金;年终奖金;包住,,
济南分公司-产业客户部-客户经理G00461,6千-1.2万,济南,3-4年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,补充医保,
高级客户经理,8千-1万,重庆·渝北区,2年及以上,本科,新湖期货股份有限公司重庆营业部,金融/投资/证券,民营,未知,五险一金;绩效奖金;专业培训;周末双休;带薪年假,高级业务经理,大客户销售
财富管理部经理,10-15万/年,温州,无需经验,本科,永安期货股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;补充医疗保险;绩效奖金;年终奖金;定期体检;专业培训,,
社招｜投资策略师（Alpha策略方向）,1.5-3万·16薪,上海,3年及以上,本科,交睿（上海）投资管理有限公司,金融/投资/证券,民营,少于50人,五险一金;补充医疗保险;补充公积金,理工科;交易策略;衍生品;可转债;套利;基本面;量化选股;交易工具,投资组合
台州营业部-客户经理G00242,4-7千,台州,2年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,补充医保,
资产管理部-FOF投资经理,1.2-2万,北京·朝阳区,2年及以上,硕士,方正中期期货有限公司,金融/投资/证券,国企,500-1000人,五险一金;补充医疗保险,期货;基金;业绩归因;投研体系;基金配置;子女医疗保险,金融 投资决策 机构客户服务
FOF投资经理,3-6万,南京·秦淮区,5年及以上,硕士,江苏苏豪汇升私募基金管理有限公司,金融/投资/证券,国企,少于50人,,,
项目经理,8千-1.2万,北京·海淀区,2年,硕士,建银嘉华投资（北京）有限公司,金融/投资/证券,民营,少于50人,,投行;债券承做,投资银行
基金会计 - Fund Accountant,7-9千,广州·天河区,1年,本科,汇丰环球客户服务（广东）有限公司,金融/投资/证券,外资（欧美）,10000人以上,专业培训;节日福利;五险一金;补充医疗保险;绩效奖金;弹性工作;定期体检,基金会计,
客户经理,8千-1.5万,杭州·上城区,1年,大专,中国人寿保险股份有限公司杭州市分公司,金融/投资/证券,国企,10000人以上,绩效奖金;专业培训;年终奖金,信用卡;理财;基金;存款;售后服务;保险;保险规划师;理赔,市场营销 金融
债券投资经理（可转债）,1.5-3万,深圳·福田区,3年及以上,硕士,第一创业证券股份有限公司,金融/投资/证券,外资（欧美）,50-150人,,经济;基本面研究;信用分析;基金从业资格,金融 投资建议 投资组合 证券
投资经理,1.3-2万·14薪,杭州,3年及以上,本科,杭州华点私募基金管理有限公司,金融/投资/证券,民营,少于50人,,医疗器械;尽职调查;经济;生物医药;投后管理;财会;pe;估值;提供资源,金融 投资
财富管理部经理,10-15万/年,温州,无需经验,本科,永安期货股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;补充医疗保险;绩效奖金;年终奖金;定期体检;专业培训,,
公募产品经理,1.5-2.5万,上海,3年及以上,硕士,联储证券股份有限公司,金融/投资/证券,民营,1000-5000人,,经济;公募基金;业务管理;产品分析;产品筛选;基金从业资格,金融 证券
高级投资经理 (募投管退 硬科技),18-36万/年,上海·浦东新区,6年及以上,硕士,上海玺承投资管理有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金,募资;承揽;承做;政府基金;知名创投经验;海外LP资源;投后退出经验,并购重组 上市公司资源
高级投资经理,2-3万,上海·闵行区,3-5年,硕士,上海超越摩尔私募基金管理有限公司,金融/投资/证券,国企,少于50人,五险一金;通讯补贴;交通补贴;餐饮补贴;专业培训;绩效奖金;年终奖金;定期体检,,
客户经理,8千-1.5万,杭州·上城区,1年,大专,中国人寿保险股份有限公司杭州市分公司,金融/投资/证券,国企,10000人以上,绩效奖金;专业培训;年终奖金,信用卡;理财;基金;存款;售后服务;保险;保险规划师;理赔,市场营销 金融
投资部经理,2.6-3.3万,巴中,5年及以上,硕士,巴中兴财私募基金管理有限公司,金融/投资/证券,国企,少于50人,,投后管理,股权投资
投资经理,20-40万/年,上海·浦东新区,3年及以上,硕士,创元期货股份有限公司,金融/投资/证券,国企,150-500人,绩效奖金;年终奖金,策略研发;资管产品;资管计划;风险监控,投资组合管理 投资计划 投资回报 投资策略 产品路演
募资经理,1.5-2万,武汉·武昌区,无需经验,本科,武汉光谷创投私募基金管理有限公司,金融/投资/证券,国企,少于50人,,基金;市场开拓;法律法规;监管;募资计划;募资材料;募资,市场推广 金融行业
产业机构部经理,1-2万,广州·天河区,3年及以上,本科,申银万国期货有限公司,金融/投资/证券,国企,500-1000人,五险一金;补充医疗保险;交通补贴;餐饮补贴;专业培训,期货;基金;经济;经济学,市场营销 金融 金融行业
投资经理,1-2万,上海·闵行区,1年及以上,硕士,上海超越摩尔私募基金管理有限公司,金融/投资/证券,国企,少于50人,五险一金;通讯补贴;交通补贴;餐饮补贴;专业培训;绩效奖金,office;理工科;投后管理;英语六级;问题处理,
投资经理,20-40万/年,苏州·苏州工业园区,3年及以上,硕士,创元期货股份有限公司,金融/投资/证券,国企,150-500人,五险一金;定期体检,资管产品;资管计划;风险监控;策略研发,投资策略 投资组合管理 产品路演 投资计划 投资回报
机构业务部机构销售经理（保险方向）,1.5-3万,上海,2年及以上,硕士,泰信基金管理有限公司,金融/投资/证券,国企,50-150人,,基金;保险;维护机构客户;客户积累,销售 营销 金融 机构营销
MOM投资经理(J10049),8千-1.5万,杭州·上城区,3年及以上,本科,南华期货股份有限公司,金融/投资/证券,已上市,500-1000人,五险一金;交通补贴;餐饮补贴;通讯补贴;专业培训;定期体检;绩效奖金,保险,
投资经理（TMT方向）,1.5-2.5万,上海·普陀区,5-7年,本科,上海支点投资管理有限公司,金融/投资/证券,民营,50-150人,五险一金;通讯补贴;绩效奖金;年终奖金,,
高级投资经理,1.5-2万,德阳·旌阳区,5年及以上,本科,成都睿远企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,五险一金;绩效奖金;定期体检;年终奖金;带薪年假,投后管理;基金资格证,投资策略 国有投资 投资基金 投资退出
大客户经理,6-12万/年,南京·建邺区,1年及以上,本科,苏豪弘业期货股份有限公司,多元化业务集团公司,国企,5000-10000人,,,
投资部部长,2-2.5万,常州·新北区,5年及以上,硕士,常州市政府投资基金管理有限公司,金融/投资/证券,国企,少于50人,五险一金;专业培训;绩效奖金;定期体检;交通补贴;带薪年假;节日福利;补充医疗保险,,股权投资
投资经理,15-20万/年,无锡·锡山区,3年及以上,硕士,无锡洪汇新材料科技股份有限公司,石油/化工/矿产/地质,已上市,150-500人,五险一金;定期体检;周末双休,谈判;市场调研;基金;合同管理;融资;理工;可行性分析;评估,投资建议
投资经理,1.5-2万,深圳·福田区,5年及以上,本科,深圳卓辉能源投资有限公司,金融/投资/证券,民营,未知,五险一金;定期体检;节日福利;周末双休,审计;谈判;尽职调查;经济;投后管理;评估,金融 投资分析
北京分公司销售经理,1.5-3万,北京·西城区,2年及以上,硕士,泰信基金管理有限公司,金融/投资/证券,国企,50-150人,,保险,
浙江分公司-机构客户部-首席客户经理G00265,3-5万,杭州,5-7年,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,期货;基金;补充医保,证券
投资经理,10-15万/年,昆明·西山区,2年,大专,中财招商投资集团有限公司,多元化业务集团公司,民营,10000人以上,五险一金;专业培训;股票期权;年终奖金,渠道;大客户;信贷;融资;理财;基金,银行 金融 投资 销售
客户经理,1.2-2.4万,苏州,无需经验,本科,河北极限迁跃企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;培训;补贴;提成;五险一金;补充公积金;补充医疗保险;带薪年假,无责底薪;六险一金;法定节假;节假日,
金融交易员,4-8千,沈阳,无需经验,中技/中专,沈阳森耀科技有限公司,多元化业务集团公司,民营,少于50人,五险一金;员工旅游;专业培训;年终奖金;绩效奖金,交易员;现货交易,
高级投资经理（安徽国企直签）,18-20万/年,合肥,3年及以上,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),合资,5000-10000人,五险一金;绩效奖金;定期体检;年终奖金;带薪年假;节日福利;周末双休,国企平台;新能源,股权投资 私募基金
营业部副总经理（光华村街）,3-6万,成都·青羊区,3年及以上,本科,长江证券股份有限公司四川分公司,金融/投资/证券,已上市,500-1000人,餐饮补贴;五险一金;补充医疗保险;交通补贴;通讯补贴;绩效奖金;定期体检,理财;基金,证券 金融
机构业务经理,1-1.5万,广州·番禺区,2年及以上,本科,广发证券股份有限公司广州洛溪新城证券营业部,金融/投资/证券,已上市,1000-5000人,五险一金;补充医疗保险,期货;信托;基金公司;合作渠道维护;券商,银行 金融机构 证券投资顾问 私募托管
客户经理,1.2-2.4万,青岛,无需经验,本科,河北极限迁跃企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,周末双休;补贴;提成;五险一金;补充公积金;补充医疗保险;带薪年假,无责底薪;法定节假;节假日;六险一金,
金融机构业务经理,1-1.5万,上海·徐汇区,1年及以上,本科,南华期货股份有限公司,金融/投资/证券,已上市,500-1000人,,团队管理;期货;基金;期货从业资格;信托;研发;保险;每年多次调薪;定期团建,销售 营销 金融
市场高级经理,1.5-3万,南京·秦淮区,3年及以上,本科,江苏苏豪汇升私募基金管理有限公司,金融/投资/证券,国企,少于50人,,信托;资产管理;公募基金;资管;渠道开发;业绩考核;渠道推广;机构客户资源,私募基金 产品路演
平安综合金融客户经理储备主管,1-2万,无锡·梁溪区,无需经验,大专,中国平安人寿保险股份有限公司无锡中心支公司,保险,民营,10000人以上,补充医疗保险,团队管理;信托;人寿保险;财产信托计划;资金信托;信用卡开户,销售 营销 金融理财 客户服务
机构业务经理,8千-1.5万,上海,2年,本科,新湖期货股份有限公司,金融/投资/证券,民营,500-1000人,五险一金;补充医疗保险;补充公积金,期货;业务开发;市场调研;市场信息;信托;基金,银行 营销策略 证券
